"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","VPNummer","Fahrt[Manuell]","Fahrt[HandsOn]","Fahrt[HandsOff]","Probandencode[Vorname]","Probandencode[StrasseWohnort]","Probandencode[TagGeburtstag]","VertrauenNachbefragu[Einschaetzen]","VertrauenNachbefragu[ZustandSystem]","VertrauenNachbefragu[KenneSysteme]","VertrauenNachbefragu[Vetrauenswuerdig]","VertrauenNachbefragu[Unbekanntvorsichtig]","VertrauenNachbefragu[Zuverlaessig]","VertrauenNachbefragu[Unvorhersehbar]","VertrauenNachbefragu[Wohlergehen]","VertrauenNachbefragu[Vertrauen]","VertrauenNachbefragu[Ausfall]","VertrauenNachbefragu[Nachvollziehen]","VertrauenNachbefragu[Systemvertrauen]","VertrauenNachbefragu[komplizierteAufgaben]","VertrauenNachbefragu[VerlassSystem]","VertrauenNachbefragu[FehlerSystem]","VertrauenNachbefragu[VorhersageSystem]","VertrauenNachbefragu[NutzungSystem]","VertrauenNachbefragu[AutomatisierteSystem]","VertrauenNachbefragu[UeberzeugungSystem]","Akzeptanz[NuetzlichFahren]","Akzeptanz[Fahrleistung]","Akzeptanz[ZielSicher]","Akzeptanz[InteraktionSystem]","Akzeptanz[LeichtesUmgang]","Akzeptanz[EinfacheBedienung]","Akzeptanz[ErlernenBedienung]","Akzeptanz[GuteIdee]","Akzeptanz[InteressanterFahren]","Akzeptanz[SpassSystem]","Akzeptanz[MagInteraktionSystem]","Akzeptanz[SicheresFahrverhalte]","Akzeptanz[NoetigeWissen]","Akzeptanz[KompatibelSystem]","Akzeptanz[BeabsichtigungNutzun]","Akzeptanz[NutzungSystem]","Akzeptanz[NutzungMonate]","Akzeptanz[GefaehrlichSystem]","Akzeptanz[ErhoehteAufmerksamke]","Akzeptanz[AblenkenVerkehr]","Akzeptanz[Sicherfuehlen]","Akzeptanz[VerringerungUnfall]","Akzeptanz[Nichthinschauen]","Systemverstaendnis[EineHandamSteuer]","Systemverstaendnis[Uebersteuern]","Systemverstaendnis[StetsUeberwachen]","Systemverstaendnis[SystemFahrsicherheit]","Systemverstaendnis[FahrfremdeTaetigkeit]","Systemverstaendnis[Bewusstaktivieren]","Systemverstaendnis[GeschwVorfahrzeug]","Systemverstaendnis[AusgleichenFahruntau]","Systemverstaendnis[AnderePersonFahraufg]","Systemverstaendnis[KeineanderenFahrzeug]","Systemverstaendnis[Systemgrenze]","Systemverstaendnis[Lenktautomatisch]","Systemverstaendnis[UebernahmeFahrsituat]","Systemverstaendnis[WachbleibenAutomatio]","Systemverstaendnis[NiemlasUnaufgeforder]","Systemverstaendnis[Schlagloecher]","Systemverstaendnis[MindestabstandVoraus]","Systemverstaendnis[EingestellteGeschwin]","Systemverstaendnis[FahrstreifenwechselF]","SystemeigenesFahrzeu[Nachrichtenlesen]","SystemeigenesFahrzeu[HandTelefonieren]","SystemeigenesFahrzeu[FestFreisprechanlage]","SystemeigenesFahrzeu[EinstellenKlimaanlag]","SystemeigenesFahrzeu[Essen]","SystemeigenesFahrzeu[MakeUp]","SystemeigenesFahrzeu[InteraktionBeifahrer]","SystemeigenesFahrzeu[SuchenTasche]","OptionalNDRT[Nie]","OptionalNDRT[Sehrs]","OptionalNDRT[Selten]","OptionalNDRT[Geleg]","OptionalNDRT[Oft]","OptionalNDRT[SeOft]","PrivatesFahrzeug[NachrichtenHandy]","PrivatesFahrzeug[TelefonierenHandy]","PrivatesFahrzeug[Freisprechanlage]","PrivatesFahrzeug[Infotainment]","PrivatesFahrzeug[Essen]","PrivatesFahrzeug[MakeUp]","PrivatesFahrzeug[Beifahrer]","PrivatesFahrzeug[ObjekteSuchen]","OptionalNDRTManuell[Nie]","OptionalNDRTManuell[SehrSelten]","OptionalNDRTManuell[Selten]","OptionalNDRTManuell[Gelegentlich]","OptionalNDRTManuell[Oft]","OptionalNDRTManuell[SehrOft]","Warnmeldungen[Warnungenzuhaeufig]","Warnmeldungen[SichermitWarnsystem]","Warnmeldungen[FahrfremdeohneWarnun]","Warnmeldungen[Laestig]","ReaktionaufWarnung[WarumertoentWarnung]","ReaktionaufWarnung[RichtigeReaktion]","ReaktionaufWarnung[BewusstIgnoriert]","ReaktionaufWarnung[AufmerksamkeitaufFah]","OptionalAnmerkungenW","UeberwachungHOffon[UeberwachungSystem]","UeberwachungManuell[AufmerksamManuell]","AnderesVerhalten","OptionalAnderesVerha","KommentareStudie","KommentareFahrt","KommentareFahrtManue"
"28","2022-07-18 16:25:06","9","de","1476411115","2022-07-18 15:44:15","2022-07-18 16:25:06","24","Y","","","LA","KE","12.11.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SehrS","SehrS","Selte","SehrS","Geleg","SehrS","Oft","Selte","","","","","","","","","","","","","","","","","2","Ja","Ich hätte mich ganz sicher nicht so durch das Tablet ablenken lassen","","",""
"29","2022-07-18 18:17:07","9","de","809957348","2022-07-18 17:32:20","2022-07-18 18:17:07","25","Y","","","TE","HE","04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Selte","SehrS","Nie","Geleg","SehrS","Nie","Oft","SehrS","","","","","","","","","","","","","","","","","2","Ja","Nicht ständig mit dem Tablet beschäftigt, vor allem, nachdem man das erste mal von der Spur abkommt","","",""
"30","2022-07-18 20:04:03","9","de","789569291","2022-07-18 19:49:34","2022-07-18 20:04:03","26","","","Y","ja","sc","30","Eherz","Weder","Vollz","Vollz","Ehern","Eherz","Garni","KA","Vollz","Eherz","Weder","Vollz","Ehern","Ehern","Vollz","Weder","Vollz","Vollz","Eherz","Voll0","Nich0","Voll2","Voll0","Voll2","Voll0","Voll0","Voll0","Nich0","Voll1","Neutr","Nich0","Neutr","Voll2","Voll2","Neutr","Voll0","Nich0","Voll2","Voll1","Nich1","Nich1","Nich0","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Gele","Gele","Oft","Oft","Gele","Nie","Oft","Gele","","","","","","","","","","","","","","","","","","","","","Voll0","Nich0","Voll0","Voll0","Nie2","Nie2","Imme2","Geleg","","AO02","","Ja","Nicht die gesamte Fahrt auf das Tablet / Handy gucken um dne bonus von 30 euro zu bekommen","","",""
"31","2022-07-19 10:41:28","9","de","745397346","2022-07-19 10:27:46","2022-07-19 10:41:28","27","","Y","","IT","WE","19","Eherz","Weder","Vollz","Eherz","Vollz","Ehern","Eherz","Eherz","Eherz","Weder","Weder","Eherz","Ehern","Weder","Vollz","Ehern","Vollz","Eherz","Eherz","Voll1","Voll1","Voll2","Voll2","Voll2","Voll1","Voll1","Voll1","Nich2","Voll2","Voll2","Voll1","Voll1","Voll2","Voll1","Voll1","Voll1","Voll2","Neutr","Nich2","Voll2","Voll2","Voll1","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Oft","SeOft","Oft","Gele","SeOft","Selte","Oft","Gele","","","","","","","","","","","","","","","","","","","","","Nich1","Voll2","Voll2","Nich1","Imme2","Geleg","Nie0","Immer","","StAuf","","Nein","","","",""
"32","","","de","386029257","2022-07-19 11:44:11","2022-07-19 11:44:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","2022-07-19 12:54:58","9","de","452091458","2022-07-19 12:25:26","2022-07-19 12:54:58","28","","","Y","de","en","22","Ehern","Weder","Ehern","Eherz","Eherz","Vollz","Ehern","Eherz","Weder","Garni","Weder","Vollz","KA","Vollz","Vollz","Ehern","Garni","Eherz","Eherz","Voll0","Neutr","Voll1","Voll1","Voll0","Voll0","Voll0","Voll0","Neutr","Voll0","Voll0","Neutr","Voll0","Voll1","Voll0","Voll0","Nich0","Nich0","Nich2","Neutr","Voll0","Voll0","Voll0","Nzutr","Zutre","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Sehrs","Selte","Oft","Gele","Gele","Sehrs","Sehrs","Sehrs","","","","","","","","","","","","","","","","","","","","","Nich1","Voll1","Voll2","Nich0","Imme1","Geleg","Nie0","Immer","Bei Extremsituationen müßte unbedingt auch ein lautes akustisches Signal ertönen.","AO02","","Ja","Ich hätte mich garnicht mit dem Tablet beschäftigt.","","Habe mich zu sehr auf das Tablet konzentriert.",""
"34","2022-07-19 15:30:05","9","de","92790871","2022-07-19 15:11:13","2022-07-19 15:30:05","29","","Y","","UI","AM","27","Vollz","Vollz","Eherz","Eherz","Vollz","Vollz","Ehern","Vollz","Eherz","Weder","Eherz","Vollz","Ehern","Eherz","Eherz","Ehern","Eherz","Vollz","Eherz","Voll0","Voll0","Voll1","Voll0","Voll0","Voll0","Voll0","Voll0","Nich2","Voll2","Voll2","Neutr","Voll0","Voll0","Voll0","Voll0","Voll0","Nich0","Neutr","Voll1","Voll2","Voll2","Nich2","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","SeOft","Gele","Selte","Gele","Oft","Sehrs","SeOft","Oft","","","","","","","","","","","","","","","","","","","In der Gegend herumschauen","","Nich1","Voll0","Nich0","Nich2","Imme2","Immer","Nie0","Immer","Einmal kam eine rote Warnung, die ich nicht ganz verstanden habe. Aber ich war dann sowieso aufmerksam, weil es eine Baustellensitution war (glaube ich)","AO05","","Ja","In dieser Studie habe ich mich durch Geldanreiz noch mehr mit dem Tablet beschäftigt. Ansonsten hätte ich vermutlich mehr in der Gegend rumgeschaut.","","Das System ist zwei mal ohne Grund von sich aus ausgefallen.",""
"35","2022-07-19 17:35:47","9","de","1020118353","2022-07-19 16:45:14","2022-07-19 17:35:47","30","Y","","","LA","MO","02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SehrS","SehrS","SeOft","Oft","Geleg","Selte","Oft","Selte","","","","","","","","","","","","","","","","","3","Ja","Ich würde mich beispielsweise nicht darauf verlassen, dass das Fahrzeug vor mir die gleiche Geschwindigkeit fährt. Außerdem weiß man ja, dass in Echt nichts passieren kann während der Studie.","","",""
"36","2022-07-19 20:31:02","9","de","984290308","2022-07-19 20:07:17","2022-07-19 20:31:02","31","","","Y","LE","MU","22","Eherz","Eherz","Ehern","KA","Eherz","Eherz","Ehern","KA","Vollz","Ehern","Vollz","Vollz","Vollz","Vollz","Ehern","Weder","Garni","Eherz","Eherz","Voll1","Nich1","Nich2","Voll2","Voll1","Voll1","Voll1","Voll2","Neutr","Neutr","Voll2","Nich2","Nich2","Voll2","Neutr","Neutr","Nich2","Nich2","Voll1","Voll1","Nich2","Nich0","Nich1","Nzutr","Zutre","Zutre","Zutre","Zutre","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Unsic","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Sehrs","Nie","Gele","Gele","Nie","Nie","Gele","Sehrs","","","","","","","","","","","","","","","","","","","","","Voll1","Nich2","Voll1","Voll2","Imme2","Immer","Nie1","Immer","","AO03","","Ja","Man muss aufpassen, dass man sich durch Beschäftigung nebenher, wie ""Lesen"" nicht zu lange ablenken lässt und konzentriert bleibt beim Autofahren. Dies kann auf Dauer sehr anstrengend sein. Man sollte lieber keine Nebentätigkeiten machen und sich nur auf die L2-Automation konzentrieren. Das erleichtert auf jeden Fall das Eingreifen. ","","",""
"37","2022-07-19 22:03:04","9","de","183730138","2022-07-19 21:51:55","2022-07-19 22:03:04","32","Y","","","BI","SP","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Selte","Selte","Selte","Oft","Geleg","Nie","Oft","Geleg","","","","","","","","","","","","","","","","","3","Nein","","","",""
"38","2022-07-20 11:22:57","9","de","923616146","2022-07-20 11:17:32","2022-07-20 11:22:57","33","Y","","","IT","DR","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SehrS","SehrS","Nie","Selte","SehrS","Nie","Geleg","Geleg","","","","","","","","","","","","","","","","","2","Ja","Konzentrieter fahren","","",""
"39","2022-07-20 13:37:52","9","de","1439427637","2022-07-20 13:18:33","2022-07-20 13:37:52","34","","","Y","ia","ha","04","Vollz","Vollz","Eherz","Vollz","Eherz","Vollz","Weder","Eherz","Vollz","Eherz","Eherz","Eherz","Eherz","Vollz","Weder","Weder","Eherz","Vollz","Vollz","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Nich0","Voll1","Nich1","Voll0","Voll0","Voll1","Zutre","Zutre","Unsic","Zutre","Zutre","Zutre","Zutre","Zutre","Unsic","Unsic","Zutre","Zutre","Zutre","Zutre","Unsic","Unsic","Zutre","Zutre","Zutre","Sehrs","Selte","Gele","Gele","Oft","Selte","Gele","Selte","","","","","","","","","","","","","","","","","","","","","Voll2","Voll0","Voll1","Nich0","Immer","Immer","Nie0","Nie1","","StAuf","","Nein","","","",""
"40","2022-07-20 17:54:22","9","de","150701733","2022-07-20 17:47:01","2022-07-20 17:54:22","35","Y","","","RA","BA","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie","Nie","Geleg","Geleg","Geleg","Nie","SeOft","SehrS","","","","","","","","","","","","","","","","","1","Ja","Ich hätte mich nur auf den Verkehr und die Verkehrsschilder konzentriert.","- Geschwindigkeit schlecht abzulesen -> vorbeirauschen der Landschaft gefühlt unabhängig von Geschwindigkeit
","",""
"41","2022-07-20 20:09:30","9","de","1554659582","2022-07-20 19:57:40","2022-07-20 20:09:30","36","","Y","","MA","FR","19","Eherz","Eherz","Eherz","Vollz","Weder","Eherz","Vollz","Vollz","Weder","Weder","Weder","Eherz","Eherz","Eherz","Eherz","Ehern","Eherz","Vollz","Vollz","Voll1","Voll1","Voll2","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll2","Voll1","Voll1","Voll2","Nich1","Nich1","Nich1","Voll1","Voll1","Nich2","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nie","Nie","Selte","Selte","Selte","Nie","Sehrs","Sehrs","","","","","","","","","","","","","","","","","Blick nach recht oder links","","","","Nich1","Voll2","Nich1","Nich1","Immer","Imme2","Nie1","Imme2","","AO05","","Ja","Ich würde nicht abgelenkt sein mit dem Ipad, sondern mich mehr auf die Straße konzentrieren","","",""
"42","2022-07-20 21:57:50","9","de","1438381344","2022-07-20 21:36:10","2022-07-20 21:57:50","37","","Y","","ka","da","02","Eherz","Weder","Weder","Eherz","Vollz","Weder","Eherz","Vollz","Ehern","Vollz","Weder","Vollz","Weder","Vollz","Vollz","Vollz","Weder","Vollz","Weder","Voll0","Nich0","Voll1","Nich2","Voll2","Voll1","Voll2","Neutr","Neutr","Voll2","Voll2","Nich1","Voll1","Neutr","Nich2","Neutr","Neutr","Voll1","Voll1","Voll1","Nich1","Nich0","Nich0","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Selte","Gele","Gele","Gele","Oft","Selte","SeOft","Selte","","","","","","","","","","","","","","","In Tablet anschauen","make up","in der Tasche schauen","SMS schreiben","Telefonieren","Gespräche führen","Nich0","Nich0","Nich0","Nich0","Nie0","Nie0","Nie0","Nie0","keine Wanungen erhalten","AO04","","Ja","auf die Strasse schauen,mich nicht miz Quiz ider ähnliches beschäftigen","das System wäre perfekt, wenn den Gefahr auf der Strasse erkennen würde","es ist super bei der voller Aufmerksamkeit",""
"43","2022-07-21 10:47:08","9","de","1525355020","2022-07-21 10:29:42","2022-07-21 10:47:08","38","Y","","","rd","wa","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie","SehrS","Geleg","Geleg","Geleg","Nie","SehrS","SehrS","","","","","","","","","","","","","","","","","3","Ja","ich hätte mich nicht mit einem Tablet beschäftigt und das Radio gemacht","lieber einen Kaugummi und eine Tüte ins Auto legen...","","körperlich anstrengend, das nach rechts schauen geht in den Nacken"
"44","2022-07-21 12:52:06","9","de","339509118","2022-07-21 12:35:35","2022-07-21 12:52:06","39","","","Y","ne","gü","18","Vollz","Vollz","Vollz","Vollz","Vollz","Vollz","Ehern","Vollz","Vollz","Eherz","Vollz","Vollz","Eherz","Vollz","Ehern","Ehern","Eherz","Vollz","Vollz","Voll1","Voll1","Voll1","Voll1","Voll2","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Nich1","Neutr","Voll1","Voll1","Voll1","Voll1","Zutre","Zutre","Nzutr","Zutre","Nzutr","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Zutre","Zutre","Zutre","Zutre","Unsic","Zutre","Zutre","Zutre","Selte","Gele","Gele","Selte","Selte","Sehrs","Selte","Gele","","","","","","","","","","","","","","","","","","","","","Voll2","Voll2","Neutr","Nich2","Geleg","Imme1","Nie0","Nie1","","StAuf","","Nein","","","",""
"45","2022-07-21 16:36:20","9","de","668167184","2022-07-21 16:27:05","2022-07-21 16:36:20","40","Y","","","TA","KE","09.05.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie","Nie","Nie","Nie","Nie","Nie","Nie","SehrS","","","","","","","","","","","","","","","","","1","Nein","","","","stressig"
"46","2022-07-21 18:37:33","9","de","41793471","2022-07-21 18:13:58","2022-07-21 18:37:33","41","","Y","","ra","an","23","Eherz","Eherz","Garni","Eherz","KA","Ehern","Ehern","Eherz","Eherz","Weder","Weder","Eherz","Weder","Weder","Eherz","Weder","Garni","Ehern","Weder","Voll0","Voll2","Nich2","Neutr","Voll1","Voll1","Voll1","Voll1","Neutr","Voll2","Voll2","Neutr","Voll2","Voll1","Voll0","Voll0","Voll0","Nich1","Nich1","Neutr","Voll2","Neutr","Voll1","Zutre","Zutre","Zutre","Zutre","Zutre","Zutre","Zutre","Zutre","Nzutr","Zutre","Unsic","Zutre","Zutre","Zutre","Nzutr","Unsic","Zutre","Zutre","Nzutr","Gele","Gele","Gele","Gele","Oft","Oft","SeOft","Sehrs","","","","","","","","","","","","","","","","","","","","","Nich0","Nich0","Nich0","Nich0","Nie0","Nie0","Nie0","Nie0","Hatte die Hände immer am Lenkrad somit keine Wanmeldungen","AO04","","Nein","","Nebenbeschäftigung mit Computer war zu zeitintensiv für einen sicheren Faherbetrieb","",""
"47","2022-07-21 20:49:08","9","de","1287340669","2022-07-21 20:26:19","2022-07-21 20:49:07","42","","","Y","RA","AL","28","Eherz","Vollz","Ehern","Eherz","Eherz","Eherz","Ehern","KA","Eherz","Ehern","Vollz","Eherz","Eherz","Eherz","Weder","Ehern","Ehern","Eherz","Eherz","Voll0","Neutr","Voll2","Voll1","Voll1","Voll0","Voll0","Voll0","Nich1","Voll1","Voll1","Neutr","Voll0","Voll0","Voll0","Voll0","Voll0","Voll2","Voll2","Voll2","Voll1","Neutr","Nich1","Nzutr","Zutre","Unsic","Nzutr","Unsic","Zutre","Zutre","Unsic","Nzutr","Nzutr","Unsic","Zutre","Unsic","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Gele","Selte","Oft","Oft","Gele","Nie","Oft","Sehrs","","","","","","","","","","","","","","","","","","","","","Nich0","Voll0","Nich0","Nich0","Immer","Imme2","Nie0","Immer","","AO02","","Ja","Ich wäre sicher aufmerksamer bzgl. des Fahrgeschehens gewesen.","","",""
"48","2022-07-22 10:58:55","9","de","1930430095","2022-07-22 10:45:52","2022-07-22 10:58:55","43","","Y","","YV","BU","19","Eherz","Vollz","Garni","Eherz","Eherz","Ehern","Eherz","Eherz","Weder","Weder","Ehern","Ehern","Ehern","Weder","Vollz","Eherz","Garni","Eherz","Weder","Voll2","Nich2","Neutr","Neutr","Voll2","Neutr","Neutr","Neutr","Nich1","Neutr","Neutr","Nich2","Voll2","Neutr","Voll2","Voll2","Voll2","Neutr","Voll0","Voll2","Neutr","Nich2","Neutr","Zutre","Zutre","Zutre","Nzutr","Unsic","Zutre","Zutre","Unsic","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Unsic","Sehrs","Nie","Gele","Gele","Oft","Sehrs","Oft","Oft","","","","","","","","","","","","","","","","","","","","","Nich0","Voll1","Nich2","Nich0","Immer","Nie0","Nie0","Immer","","AO03","","Ja","Bei erstmaligem Verwenden des Systems keine anderen Aufgaben","","Nach Warnung war es nicht klar wie das System auszuschalten ist bzw wie ich die Fahraufgabe nun ausführen sollte. Hatte z.B. die Baustelle erkannt aber konnte das System nicht ausreichend schnell deaktivieren.",""
"49","2022-07-22 12:45:11","9","de","1511570050","2022-07-22 12:29:36","2022-07-22 12:45:10","44","","","Y","ER","RU","06","Vollz","Eherz","Garni","Vollz","KA","Vollz","Ehern","Vollz","Eherz","KA","Vollz","KA","Weder","Eherz","Ehern","Weder","Garni","KA","Vollz","Voll1","Neutr","Neutr","Voll1","Voll2","Voll1","Voll1","Voll1","Neutr","Neutr","Neutr","Neutr","Voll2","Neutr","Voll1","Voll1","Voll2","Nich2","Neutr","Neutr","Voll2","Voll2","Neutr","Nzutr","Zutre","Unsic","Unsic","Zutre","Zutre","Zutre","Unsic","Unsic","Unsic","Zutre","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Sehrs","Selte","Gele","Nie","Gele","Sehrs","Gele","Nie","Nachrichten abtippen","","","","Essen","","","","","","","","","","","","","","","","Neutr","Voll0","Voll1","Nich1","Immer","Imme1","Nie0","Immer","","AO05","","Ja","Ich hätte mich nicht mit fahrfremden Tätigkeiten beschäftigt. ","","",""
"50","2022-07-23 18:19:29","9","de","1780884800","2022-07-23 18:09:55","2022-07-23 18:19:29","45","","Y","","TE","BE","28","Eherz","Weder","Weder","Weder","Eherz","Weder","Weder","Eherz","Weder","Weder","Weder","Weder","Weder","Weder","Eherz","Weder","Ehern","Weder","Weder","Voll1","Voll2","Neutr","Neutr","Voll1","Voll1","Voll1","Voll1","Nich2","Neutr","Neutr","Neutr","Voll1","Voll2","Voll2","Voll2","Voll2","Neutr","Nich2","Neutr","Nich2","Neutr","Neutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Oft","Oft","Oft","Selte","SeOft","Sehrs","Gele","Oft","","","","","","","","","","","","","","","","","","","","","Nich2","Neutr","Nich0","Nich0","Geleg","Geleg","Nie1","Nie1","","AO04","","Nein","","","",""
"51","2022-07-23 20:00:54","9","de","1125094058","2022-07-23 19:40:15","2022-07-23 20:00:54","46","","Y","","tl","mo","03","Eherz","Eherz","Ehern","Vollz","Eherz","Eherz","Ehern","Vollz","Eherz","Ehern","Vollz","Eherz","Weder","Eherz","Ehern","Eherz","Ehern","Eherz","Eherz","Voll1","Voll2","Voll2","Voll2","Voll2","Voll2","Voll2","Voll2","Voll2","Voll2","Voll2","Voll2","Voll2","Neutr","Voll1","Voll1","Voll2","Nich1","Voll2","Nich1","Voll2","Voll2","Nich2","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Gele","Selte","Oft","Oft","Oft","Selte","Oft","Sehrs","","","","","","","","","","","","","","","","","","","","","Nich0","Nich0","Nich0","Nich0","Nie0","Nie0","Nie0","Nie0","Kam nicht vor, eine Hand war immer am Lenkrad.","AO02","","Ja","weil ich generell bei führen eines Fahrzeuges mich nur mit dem Verkehr beschäfftige.","","",""
"52","2022-07-24 13:29:13","9","de","1132141828","2022-07-24 13:05:09","2022-07-24 13:29:13","47","","Y","","UN","MA","11","Ehern","Eherz","Garni","Eherz","Vollz","Weder","Garni","KA","Eherz","Ehern","Vollz","Eherz","Weder","Weder","Eherz","Garni","Garni","Weder","Eherz","Voll2","Nich2","Nich2","Voll2","Voll2","Voll1","Voll1","Neutr","Nich0","Neutr","Neutr","Nich2","Nich2","Nich2","Neutr","Neutr","Nich2","Voll2","Voll2","Voll1","Nich2","Nich1","Nich0","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Unsic","Zutre","Zutre","Nzutr","Sehrs","Selte","Gele","Sehrs","Gele","Nie","Selte","Selte","","","","","","","","","","","","","","","","","","","","","Nich0","Voll0","Voll2","Nich0","Nie0","Nie0","Nie0","Nie0","Ich habe keine Warnmelung gehabt dass ich meine Hände vom Steuer genommen habe","AO05","","Nein","","","",""
"53","2022-07-24 15:16:06","9","de","968496163","2022-07-24 14:54:39","2022-07-24 15:16:06","48","","","Y","IA","AD","29","Eherz","Eherz","Eherz","Vollz","Vollz","Eherz","Ehern","Vollz","Eherz","Ehern","Eherz","Weder","Vollz","Eherz","Vollz","Ehern","Eherz","Weder","Vollz","Voll0","Nich1","Voll1","Voll0","Voll0","Voll0","Voll0","Voll0","Voll1","Voll0","Voll0","Voll1","Voll1","Voll0","Voll0","Voll0","Voll0","Voll2","Voll2","Nich2","Voll1","Nich2","Nich0","Zutre","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Gele","Gele","SeOft","SeOft","Oft","Sehrs","Oft","Gele","","","","","","","","","","","","","","","","","","","","","Nich0","Voll0","Voll0","Nich1","Immer","Immer","Nie0","Immer","","AO05","","Ja","Generell weniger oder weniger komplexen Nebentätigkeiten nachgehen","","Widerstand bei Lenkbewegung und aktiviertem System.. Wird erst größer, dann plötzlich null, gefährlich?",""
